Word_Idx,Antonym1,Antonym2,Antonym3,Antonym4
breast-fed_1,bottle-fed
breastfeed_1,bottlefeed
breastless_1,breasted
breathe in_1,exhale
breathe out_1,inhale
breathing_1,breathless
breathless_2,breathing
bridgeable_1,unbridgeable
bridle_4,unbridle
bright_1,dull
bright_11,dimmed
brighten_1,darken
brighten_2,overcast
brighten_3,darken
brighten_4,darken
brightness_2,dullness
brine_1,fresh water
bring around_2,anesthetize
bring back_1,anesthetize
bring down_4,raise
bring forward_1,back
bring home the bacon_2,fail
bring off_1,fail
bring round_2,anesthetize
bring to_1,anesthetize
bring together_2,disjoin
bring up_5,lower
bring_5,take away
broad_8,narrow 
broaden_1,specialise,specialize
broadening_2,narrowing 
broadening_3,narrowing 
broadly speaking_1,narrowly 
broadly_1,narrowly 
broad-minded_1,narrow-minded 
broad-minded_2,shockable 
broad-mindedly_1,narrow-mindedly 
broad-mindedness_1,narrow-mindedness 
broadness_1,narrowness 
broadnosed_1,catarrhine,leptorrhine
broken_12,unbroken 
broken_2,unbroken 
broken_6,unbroken 
brother_1,sister 
brotherlike_1,sisterly
brotherly_1,sisterly
brunet_1,blond
brunette_1,blond
bucket along_1,linger
buckle_3,unbuckle
build up_1,disarm
bulging_2,concave
bulk_1,minority
bull_6,bear
bump_5,promote
bumpy_1,smooth
buoy up_3,weigh down
burden_5,unburden
burdened_1,unburdened
buried_1,unburied
burned_2,unburned 
burnt_3,unburned 
burst_11,implode 
burthen_2,unburden 
bury_2,remember 
bushel_3,break 
bust_6,repair 
busy_2,idle 
but then_1,on the one hand 
butterball_2,thin person 
button up_1,open up 
button_9,unbutton 
buttoned_1,unbuttoned 
buy at_1,boycott,boycott
buy the farm_1,be born 
buy_6,sell 
by all means_1,by no means,
by artificial means_1,naturally,
by chance_1,deliberately,
by choice_2,accidentally,accidentally,unintentionally
by design_1,accidentally,accidentally,unintentionally
by hand_1,by machine,
by machine_1,by hand,
by no means_1,by all means,
by trial and error_1,theoretically,
cacodaemon_1,eudemon,
cacodemon_1,eudemon,
cacogenic_1,eugenic,
cacogenics_1,eugenics,
cacophonic_1,euphonious,
cacophonous_1,euphonious,
caducous_1,persistent,
caenogenesis_1,palingenesis
cainogenesis_1,palingenesis
calced_1,discalced
calcicolous_1,calcifugous
calcifugous_1,calcicolous
calcify_4,decalcify
calculable_1,incalculable
call back_4,forget
call for_3,obviate
call option_1,put option
call up_4,demobilize
call up_5,forget
call_3,put option
calm down_2,agitate
calm_2,stormy
calm_4,discomposure
calm_5,agitate 
calm_7,stimulate 
calmness_1,discomposure 
calmness_2,agitation 
caloric_1,nonthermal 
camphorated_1,uncamphorated 
campylotropous_1,orthotropous 
can_7,hire 
cancelled_1,on 
candor_2,unfairness 
candour_2,unfairness 
cannonball along_1,linger 
capability_1,incapableness,incapability
capability_2,incapability 
capable_2,incapable 
capable_4,incapable 
capableness_1,incapability 
capableness_2,incapableness,incapability
capably_1,incompetently 
capacity_2,incapacity 
capacity_7,incapacity 
capital letter_1,lowercase 
capital_6,lowercase 
capitalism_1,socialism 
capitalist economy_1,socialism 
capitalist_2,socialistic 
capitalistic_1,socialistic 
captor_1,liberator 
capturer_1,liberator 
cared-for_1,uncared-for 
careful_1,careless 
carefully_1,carelessly,incautiously
carefulness_1,carelessness,
carefulness_2,incaution,
careless_2,careful,
carelessly_2,carefully,cautiously 
carelessness_2,carefulness,
carinate bird_1,ratite,
carinate_2,ratite,
carnivorous_1,herbivorous,omnivorous,insectivorous
carpellate_1,acarpelous,
carpeted_1,uncarpeted,
carry away_1,bring,
carry off_2,fail,
carry off_3,bring,
carry on_3,discontinue,
carry to term_1,miscarry,
carve up_1,unite,
carved_1,uncarved
carvel-built_1,clinker-built
carven_1,uncarved
cash account_1,margin account
cash basis_1,accrual basis
cash in one's chips_1,be born
cash_3,credit
cast down_1,elate
cast off_1,cast on
cast on_1,cast off
cast_21,keep down
castrated_1,uncastrated
cat_10,keep down
catabatic_1,anabatic
catabolic_2,anabolic
catabolism_1,anabolism
cataclinal_1,anaclinal 
catadromous_1,diadromous,anadromous
catalectic_1,hypercatalectic,acatalectic
catalyst_1,anticatalyst 
cataphatism_1,apophatism,doctrine of analogy
catarrhine_1,leptorrhine,platyrrhine
catarrhinian_1,leptorrhine,platyrrhine
catch some z's_1,wake 
catch_28,unhitch 
categorem_1,syncategoreme,syncategorem
categorematic_1,syncategorematic 
categoreme_1,syncategoreme,syncategorem
cathode_1,anode 
cathode_2,anode 
cathodic_1,anodic 
cationic_1,anionic 
caudal_2,cephalic 
caudate_1,acaudate 
caudated_1,acaudate 
caulescent_1,acaulescent 
cauline_1,acaulescent 
cauline_2,radical 
caulked_1,uncaulked 
causative_1,noncausative 
cause to sleep_1,awaken 
caution_1,incaution 
cautious_1,incautious 
cautious_4,brave 
cautiously_1,carelessly,incautiously
cautiousness_1,incaution 
cease_2,continue 
cease_3,begin 
ceilinged_1,floored,
celebrity_1,infamy,
cellular_1,noncellular,
cenobite_1,eremite,
cenobitic_1,eremitic,
cenobitical_1,eremitic,
cenogenesis_1,palingenesis,
cenogenetic_1,palingenetic,
censored_1,uncensored,
center_1,right,left 
central_1,peripheral,
centralisation_1,decentralization,
centralise_1,deconcentrate,decentralise,decentralize
centralised_2,decentralized,
centralising_1,decentralizing,
centrality_1,marginality,
centralization_1,decentralization,
centralize_1,deconcentrate,decentralise,decentralize
centralized_2,decentralized,
centralizing_1,decentralizing,
centrally_1,peripherally,
centrifugal force_1,centripetal force,
centrifugal_3,centripetal,
centripetal force_1,centrifugal force,
centripetal_1,centrifugal,
cephalic_1,caudal,
cerebral_1,emotional,
ceremonially_1,unceremoniously,
ceremoniously_1,unceremoniously,
ceremoniousness_1,unceremoniousness,
certain_2,uncertain,
certain_3,unsealed,
certain_4,unsure,uncertain
certain_5,uncertain 
certainty_1,uncertainty 
certainty_2,uncertainty 
certification_4,disenfranchisement 
certified_2,uncertified 
certify_4,decertify 
chain_11,unchain 
change_18,stay 
changeability_1,changelessness 
changeable_1,unchangeable 
changeable_3,immutable 
changeableness_1,changelessness 
changed_2,unchanged 
changeful_1,unchangeable 
changefulness_1,constancy 
changeless_2,mutable
changelessness_2,changeableness
chapelgoer_1,Anglican
characteristic_1,uncharacteristic
characteristically_1,uncharacteristically
charge up_1,calm
charge_17,calm
charge_22,discharge
charge_37,pay cash
charged_2,uncharged
chariness_1,unwariness
charitable_1,uncharitable
chartered_1,unchartered
chaste_1,unchaste
cheap_4,expensive
cheaply_3,expensively
check in_1,check out
check out_4,check in
check_27,disagree
cheer up_2,complain
cheer_2,uncheerfulness
cheer_5,complain
cheer_6,dishearten
cheerful_1,cheerless
cheerfully_1,cheerlessly
cheerfulness_1,cheerlessness
cheerfulness_2,uncheerfulness
cheerless_1,cheerful
cheerlessly_1,cheerfully
cheerlessness_1,cheerfulness
child_4,parent
chill_6,heat
chill_7,heat
chirk up_1,complain
chivalrously_1,unchivalrously
chlamydeous_1,achlamydeous
choke off_2,unclog
choke up_1,unstuff
choke_5,unclog
choke_6,be born
cholinergic_1,anticholinergic
chondritic_1,achondritic
chop-chop_1,slowly
christian_2,unchristian
chromatic color_1,achromatic color
chromatic colour_1,achromatic color
chromatic_2,diatonic
chromatinic_1,achromatinic
chronic_1,acute,
chronically_1,acutely,
chuck up the sponge_1,enter,
chuck_7,keep down,
cipher_7,decode,
circular_3,square,
circumstantial evidence_1,direct evidence,
circumstantially_1,deliberately,
cisc_1,RISC,reduced instruction set computer,reduced instruction set computing
cismontane_1,tramontane,
citizen_1,noncitizen,
civil law_1,international law,
civil_4,uncivil,
civil_6,sidereal,
civilian_1,military,
civilian_2,serviceman,
civilised_1,noncivilized 
civility_1,incivility 
civilized_1,noncivilized 
civilly_1,uncivilly 
clabber_2,homogenise 
clabber_2,homogenize,homogenise
clad_1,unclothed 
claim_10,disclaim 
claim_7,disclaim 
claim_8,forfeit 
clam up_1,open up 
clap_4,boo 
clarify_2,obfuscate 
clarity_1,opacity 
clarity_2,unclearness,obscurity
clasp_4,unbuckle 
clasp_5,unclasp
clasp_6,unclasp
classical_2,nonclassical
classicalism_1,Romanticism
classicism_1,Romanticism
classicist_1,romanticist
classification_4,declassification
classified_1,unclassified
classified_2,unclassified
classify_3,declassify
clayey_1,arenaceous
clean_16,dirty
clean_18,dirty
clean_19,unfairly
clean_2,dirty
clean_26,dirty
clean_9,unclean
clean-handed_1,guilty
cleanliness_2,uncleanliness
cleanness_2,dirtiness
clear up_1,obfuscate
clear up_3,overcast
clear_18,ill-defined
clear_2,cloudy
clear_23,convict
clear_25,bounce
clear_27,overcast
clear_3,unclear
clear_45,clutter
clear_8,opaque
cleared_2,uncleared
clearheaded_1,confused
clearly_3,unintelligibly 
clearness_1,unclearness,obscurity
clearness_2,opacity 
clear-thinking_1,confused 
clement_1,inclement 
clement_2,inclement 
clergy_1,laity 
clergyman_1,layman 
clifflike_1,beachy 
cliffy_1,beachy 
climactic_1,anticlimactic 
climb on_1,hop out 
climb_1,descent 
climb_9,wane 
clincher-built_1,carvel-built 
clinker-built_1,carvel-built 
clip_7,unclip 
clock in_1,punch out,clock out
clock off_1,punch in,clock in
clock on_1,punch out,clock out
clock out_1,punch in,clock in
clockwise rotation_1,levorotation 
clockwise_1,counterclockwise 
clockwise_2,counterclockwise 
clog up_1,unclog 
clog_4,unclog 
close down_1,open 
close up_2,open up 
close up_3,open 
close up_5,free 
close_1,distant 
close_23,open 
close_29,open
close_3,distant
close_30,open
close_35,open
close_36,open
close_9,far
closed chain_1,open chain
closed circuit_1,open circuit
closed interval_1,open interval
closed_1,open
closed_3,open
closed_5,open
closed_6,open
closeness_4,farness
closeness_5,openness
closing_1,opening
closing_6,opening 
clot_5,homogenise 
clot_5,homogenize,homogenise
clothe_1,undress 
clothed_1,unclothed 
cloud_13,clear up 
cloudy_1,clear 
clumsiness_2,gracefulness 
clutter up_1,unclutter 
clutter_3,unclutter 
coalition_1,nonalignment 
coarse_4,fine 
coarsely_1,finely 
coastal_1,inland 
coated_1,uncoated 
cockcrow_1,sunset 
code_4,decode
coding dna_1,intron
coenobite_1,eremite
coenobitic_1,eremitic
coenobitical_1,eremitic
cognation_1,affinity
cognisable_1,unknowable
cognisance_1,incognizance
cognisant_1,unaware
cognise_1,ignore
cognizable_1,unknowable
cognizance_1,incognizance
cognizant_1,unaware
cognize_1,ignore
cognoscible_1,unknowable
coherence_1,incoherence
coherency_1,incoherence
coherent_1,incoherent
coherently_1,incoherently
cohesion_1,incoherence
cohesiveness_1,incoherence
coil_9,uncoil
coiled_1,uncoiled
cold war_2,hot war
cold_1,hot
cold_14,hotness
cold_5,hot
cold-blooded_2,warm-blooded
coldhearted_1,warmhearted
coldness_2,hotness
collapsable_1,noncollapsible
collapsible_1,noncollapsible
collateral_2,lineal 
collect_3,spread 
collected_3,ungathered,uncollected
collective_1,distributive 
collide with_1,miss 
colligate_1,dissociate 
colly_1,clean 
colonise_1,decolonise,decolonize
colonize_1,decolonise,decolonize
color in_1,discolor 
color_1,black-and-white 
color_10,discolor 
color_3,colorlessness 
colored_3,uncolored 
colorful_1,uncolored 
colorful_2,colorless 
colorful_3,colourless,colorless
coloring_1,colorlessness 
colorise_1,discolor 
colorize_1,discolor 
colorless_1,colourful,colorful
colorless_2,colorful 
colorlessness_1,color 
colour in_1,discolor 
colour_1,black-and-white 
colour_13,discolor 
colour_6,colorlessness 
coloured_3,uncolored 
colourful_1,colourless,colorless
colourful_2,colorless 
colouring_1,colorlessness 
colourise_1,discolor 
colourize_1,discolor 
colourless_1,colourful,colorful
colourless_2,colorful 
colourlessness_1,color 
columned_1,noncolumned 
combed_1,uncombed 
combinative_1,noncombinative 
combinatory_2,noncombinative 
combined_1,uncombined 
combustible_1,noncombustible 
come after_2,precede 
come alive_1,fall asleep 
come along_1,disappear 
come along_2,regress 
come away_1,attach 
come before_1,succeed 
come down_1,rise,ascend
come in_1,go out 
come in_3,exit 
come off_2,attach 
come on_4,go off 
come on_5,regress 
come through_3,fail 
come through_4,succumb 
come up_10,set 
come up_4,go 
come up_6,go off 
come up_9,fall 
come_3,leave 
come_7,go 
comedy_1,tragedy 
comestible_1,inedible 
comfort_1,discomfort 
comfortable_1,uncomfortable 
comfortable_2,uncomfortable 
comfortableness_2,discomfort 
comfortably_1,uncomfortably 
comfy_1,uncomfortable 
commence_1,end 
commence_2,end 
commencement_1,middle,end
commencement_2,finish 
commendation_1,disapproval 
commensurate_1,incommensurate 
commercial_1,noncommercial 
commissioned_2,noncommissioned 
commit_4,divest 
committed_1,unattached 
committed_2,uncommitted
commodious_1,incommodious
common noun_1,proper noun
common_1,uncommon
common_4,individual
commonality_2,individuality
commonly_1,remarkably
commonness_2,individuality
commonness_3,uncommonness
commonplaceness_1,uncommonness
commove_1,calm
communicate_3,excommunicate
communicative_2,uncommunicative
communicativeness_1,uncommunicativeness
communicatory_1,uncommunicative
communisation_3,denationalization
communization_3,denationalization
commutable_1,incommutable
compact_1,loose
compact_8,decompress
compactness_1,distribution
comparable_1,incomparable
comparably_1,incomparably
compartmented_1,uncompartmented
compassionate_1,uncompassionate
compatibility_1,incompatibility
compatible_1,incompatible
compatible_2,incompatible
compatibly_1,incompatibly
compensate_6,wrong
competence_1,incompetence
competency_1,incompetence
competent_1,incompetent,
competently_1,incompetently,
competition_2,cooperation,
competitive_1,noncompetitive,
competitively_1,noncompetitively,
competitory_1,noncompetitive,
complain_2,cheer,
complainant_1,defendant,
complaining_1,uncomplaining,
complainingly_1,uncomplainingly,
complaintive_1,uncomplaining,
complete_1,incomplete,
completely_1,partly,
completeness_1,incompleteness,
complex instruction set computer_1,RISC,reduced instruction set computer,reduced instruction set computing
complex instruction set computing_1,RISC,reduced instruction set computer,reduced instruction set computing
complex_1,simple 
complexity_1,simplicity 
complexness_1,simplicity 
compliance_3,noncompliance,nonconformity
compliant_1,defiant 
complicate_1,simplify 
complimentary_2,uncomplimentary 
comport_1,misbehave 
composed_1,discomposed 
composure_1,discomposure 
compound_1,simple 
comprehendible_1,incomprehensible 
comprehensibility_1,incomprehensibility 
comprehensible_1,incomprehensible 
comprehension_2,incomprehension 
comprehensive_1,noncomprehensive 
comprehensively_1,noncomprehensively
compress_2,decompress
compressibility_1,incompressibility
compressible_1,incompressible
compressing_1,decompression
compression_2,decompression
compression_4,decompression
compromising_1,uncompromising
computer hardware_1,software
computer software_1,hardware
con_1,pro
con_2,pro
concave polygon_1,convex polygon
concave_1,convex
concavely_1,convexly
conceal_1,show
concealed_1,unconcealed,
concealing_1,revealing,
concentrate_5,deconcentrate,decentralise,decentralize
concentrated_1,distributed,
concentrated_2,soft,
concentrated_4,unsaturated,
concentration_3,distribution,
concentration_7,dilution,
concentric_1,eccentric,
concentrical_1,eccentric,
concentricity_1,eccentricity,
concept_1,misconception,
conception_1,misconception,
concern_4,unconcern,
concerned_1,unconcerned,
concerted music_1,monophonic music,monophony 
conciliative_1,antagonistic
conciliatory_1,uncompromising
conciliatory_2,antagonistic
concise_1,prolix
conclusion_5,beginning
conclusive_3,inconclusive
conclusively_1,inconclusively
conclusiveness_1,inconclusiveness
concord_7,disagree
concrete_1,abstract
concretely_1,abstractly
concreteness_1,abstractness
concur_1,disagree
condemnation_2,acquittal
condemnation_3,approbation
conditional_1,unconditional
conditionally_1,unconditionally
conditioned_2,unconditioned
conductive_1,nonconductive
conductor_3,insulator
confidence_4,diffidence
confident_1,unconfident
confidingly_1,distrustfully
confine_1,free
confined_2,unconfined
confined_4,invasive
confirm_2,negate
confirmed_2,unconfirmed
confirming_2,negative
confluent_2,distributary
conform to_1,violate
conform_2,deviate
conformation_2,noncompliance,nonconformity
conformism_1,nonconformism,nonconformity
conformist_2,nonconformist 
